text,label,source
الاوليمبياد دي متميزه اخر حاجه سباحه 10M قفز سيدات 👈 احجام غريبه الشكل و كان لازم و لابد الدهب تروح للصين وسطهم,متفاجئ,emotional_tone
في الاوليمبياد معندهمش كدا...الالعاب بتتلعب 24 ساعه..فيه ناس بتلعب كل 3 ساعات!! منهم هوه ربنا يعنهم!!,متفاجئ,emotional_tone
هي كمان مرعوبه علي البلد ...,متوتر,emotional_tone
2010:   ياشيخ انا روحي طلعت معاهم الله لايباركلهم ومن سمحلهم يذلونا كل شهر مضاربه مع واحد برمضان بغيت اشتكي للشرطه ب…,غاضب,emotional_tone
واحد مصري بيلعب في الاوليمبياد رفع علم السعوديه مع علم بلده وهو رايح يمثل مصر هناك !,متفاجئ,emotional_tone
SAUD2020 ما كنت ادري ان التقديم يفتح الحين، ع بالي السنه الجايه😐،سجلت بامتحان الايلتس، عندك فكره عنه؟ لاني خايفه حيل,متوتر,emotional_tone
وقتي الحالي كان رايق بدون إزعاج وهذا النوع من الأيام يعجبني.,هادئ,synthetic_calm
صباحي كان بسيط وبدون ضغوط وكأن كل شيء في مكانه الصحيح.,هادئ,synthetic_calm
يعني بتجي لو قلت لك   فيني حزن .؟؟ اقسم برب الافئده اني  حـزين💔🚶,حزين,emotional_tone
تتحرق الاوليمبياد قصاد زعلك 😞,حزين,emotional_tone
زمان كنت بستني الاوليمبياد كل اربع سنين واخد اجازه واقعد اتفرج علي معظم الالعاب وانبسط .. حالياً بشوف الاوليمبياد بتنكد,حزين,emotional_tone
حاليًا كان هادئ ومرتاح وحسّيت أني أتنفس براحة.,هادئ,synthetic_calm
من الصباح حاس إني تعبان جدًا وأحتاج أرتاح شوي.,تعبان,synthetic_tired
مصر اكتفت بالتمثيل المشرف في الاوليمبياد ✋ ايه ده مفيش كمان تمثيل مشرف 🙊,متفاجئ,emotional_tone
مسائي مرتاح نفسيًا وكأن كل شيء في مكانه الصحيح.,هادئ,synthetic_calm
من بدري حاس إني تعبان جدًا ومو قادر أركز على أي شيء.,تعبان,synthetic_tired
اليوم كامل مليان تعب داخلي وودي أختفي عن كل شيء اليوم.,تعبان,synthetic_tired
بس كده ؟ = امال انت فاكر ايه,متفاجئ,emotional_tone
جو البيت كان هادئ ومرتاح وحسّيت أني أتنفس براحة.,هادئ,synthetic_calm
مع اني خايفه بس مَش عارفه ليه واثقه فيه,متوتر,emotional_tone
2015 سنه فرديه ربنا يستر علينا كلنا !,متوتر,emotional_tone
ياجدعان الاوليمبياد دي لو انا في البرازيل انا كنت هاحضر كل الالعاب .. مش ممكن كم المتعه !! ..  مصر برونزيه  الاردن ذهبيه,سعيد,emotional_tone
هل هناك وجع اقسي من ان يقف الكلام بين فمك وحنجرتك ان اظهرته ندمت وان ابقيته تالمت .💔 . . . 🌸🍃,حزين,emotional_tone
المهم تكمل .. المهم متباش دي الاوليمبياد الوحيده اللي شاركت فيها .. عندنا الرياضيين نفسهم قصير للغايه,متوتر,emotional_tone
انا اليومين دول كل اللي بعمله اني بنام و اصحي اتفرج ع اللي بياخدوا ميداليات في الاوليمبياد و اتحسر علي نفسي 😶,حزين,emotional_tone
هيتفرجوا علي الاوليمبياد 😅😅😅😅😅😅😅,سعيد,emotional_tone
خلال اليوم مليان تعب داخلي وأحتاج أرتاح شوي.,تعبان,synthetic_tired
بسبب الضغط أشعر بإجهاد من كل شيء وحاس أن النوم هو الحل الآن.,تعبان,synthetic_tired
مبرووووووك هدايه ملاك تفوز باول برونزيه في تاريخ التاكوندو المصري في الاوليمبياد. كانت تستحق الذهب.,سعيد,emotional_tone
لا حول ولا قوه الا بالله   المحترم عبدالله الكاتمي,حزين,emotional_tone
للاسف ماعندي علم,حزين,emotional_tone
هاليومين كان رايق بدون إزعاج والحمدلله على هالنعمة.,هادئ,synthetic_calm
الناس خايفه خايفه من كل حاجه بقت متخوفه من اي زياده في الاسعار في اي وقت متلوموش الناس مش هما اللي وصلوا البلد للمر…,متوتر,emotional_tone
عملتها ازاي دي؟😂,متفاجئ,emotional_tone
انا خايفه اوي علي المترو 😭🔫,متوتر,emotional_tone
goo: لا احساس لاضمير لا قلب ينبض  ! حسبنا الله ونعم الوكيل عليك يابشار ؟ اللهم ارنا فيه عجايب قدرتك.  حلب تحت القصف  حلب,غاضب,emotional_tone
مسائي مرتاح نفسيًا وحسّيت أني أتنفس براحة.,هادئ,synthetic_calm
15: ي الله لا هز الجسد سكره الموت     ترحم ضعيف جاك تقطر ذنوبه,متوتر,emotional_tone
حفل افتتاح الاوليمبياد .. ايه الجمال والروعه دي اقسم بالله 😍😍  Rio2016,سعيد,emotional_tone
حطيت مباراه ميلان واول لقطه سجلو هدف حطيت مباراه اليوفي واول لقطه سجلو هدف,متفاجئ,emotional_tone
هاليومين ما فيه توتر أو قلق وأتمنى تبقى هالفترة بهذا الهدوء.,هادئ,synthetic_calm
صباحي أقرب للسكينة بدون أي دراما أو مشاكل.,هادئ,synthetic_calm
والله دي تاني مره اخاف من وقت 28 يناير، فعلا خايفه ومرعوبه علي مستقبلي الضبابي,متوتر,emotional_tone
بقت البلد كلها حورات و محدش عارف الدنيا ماشيه ازاي ولا عارفين اي بتنجان استغفر الله العظيم ياااااااااااارب ! اللهم ارنا الحق حقا ..,غاضب,emotional_tone
MinaAtta  ولعها واخربها يامينو ف اخر يوم ولما ترجع هاتولع اكتر   عن عشقي للصوره دي,سعيد,emotional_tone
مسائي فيه سلام داخلي وكأن كل شيء في مكانه الصحيح.,هادئ,synthetic_calm
: مئات الالاف من الالغام تتهدد مستقبل اليمنيين وتنذر بعديد الضحايا .  مليشيات الامم المتحده تقتل تعز  United kill Taiz ht…,غاضب,emotional_tone
بنكدب لما نتكلم عشان عارفين لو اتكلمنا جد هنفترق بعدين,حزين,emotional_tone
راح,حزين,emotional_tone
يستغرب جدا لما حد بيعرض مشكله نفسيه او اجتماعيه علي جروب فيسبوك، بشوف العجب في الردود ! كميه المجانين...,متفاجئ,emotional_tone
اكررررهه اننيي اقرر اروح لشخص بعدين اتردد لاني خايفه اندم قد شعر راسي 💔💔!!,متوتر,emotional_tone
ربنا يشفيه ويقوم بالسلامه ويشفي كل مريض,حزين,emotional_tone
بعد كل الايام دي .....😢  اعترف انو غيابك مؤلم حد  البكا 😭 بس قربك للاسف مؤلم حد   الموت !!😌,حزين,emotional_tone
مازن مش عاوز يعلمني انجليزي  مورسي ابن المعلم الزناتي اتهزم يا رجاله بالانجليزي,حزين,emotional_tone
ايه دا ازاي البنت دي سمرا ازاي يجيبوا بنت سمرا ف الاوليمبياد تلعب ! اصل انا ابيض و قمور و مامي و قشطه,متفاجئ,emotional_tone
اليوم كان رايق بدون إزعاج وهذا النوع من الأيام يعجبني.,هادئ,synthetic_calm
n7rer:  تركي العواد يسيء للسعوديات احذروا من الاسقاط علي والده المذكور فليس لها علاقه بسفاهته وتفاهته وسقوطه ام فاضله ربت وتعبت و…,غاضب,emotional_tone
ما هي البطوله التي يستحقها ...هزيمه من لاعب اسراييل وكمان عدم التزام بلواءح الاوليمبياد .... خيبه وويبه  اسلام الشهابي,حزين,emotional_tone
في كل ليله ادع شباكي مفتوح لعلها تاتي تائهه لترمي رساله شوق لكن دون جدوي 💔  خيبه  اصعب موقف  منتصف الليل,حزين,emotional_tone
اليوم كان بسيط وبدون ضغوط وما كان في شيء يضايقني.,هادئ,synthetic_calm
انام كل ده واصحي الاقي الفون 37% o.O !,متفاجئ,emotional_tone
اليوم كامل مرهق جسديًا ونفسيًا وأحتاج أرتاح شوي.,تعبان,synthetic_tired
نهله رمضان لم تحصل علي ميداليه اوليمبيه .. لبخت في الاوليمبياد وكانت صدمه,متفاجئ,emotional_tone
انا مبسوط فشخ ب الاوليمبياد و مش عارف ازاي في ناس مش متابعاها فايتكوا كتير,سعيد,emotional_tone
فتاه عمياء تطلب من امهاا ان  تكحلهاا😢🙈.. و  طفل فقير يطلب من الطبيب ان يستاصل  السرطان من معدته 😢 .. وانتم تتحدثون عن .  الحمدلله,حزين,emotional_tone
مصر ترتيبها ال65 في الاوليمبياد .. قدرنا وبكل فخر وقوه اننا نجيب ميداليتين و برونزيتين كمان ياريت نسجد سجده شكر يجماعه.. فيه امل,سعيد,emotional_tone
انسحب بالفعل الاعب المصري من الاوليمبياد لرفضه اللعب من لاعب اسرائيلي .. عاش يا بطل,سعيد,emotional_tone
تذكر لما كنت اقولك خايفه افقدك، خايفه اقوم الصبح ما القاك يمي، كاهو اللي كنت خايفه منه صااارر💔!!!!!,متوتر,emotional_tone
مزاجي اليوم مرتاح نفسيًا وهذا النوع من الأيام يعجبني.,هادئ,synthetic_calm
صباحي ما فيه توتر أو قلق وهذا النوع من الأيام يعجبني.,هادئ,synthetic_calm
حاليًا مرتاح نفسيًا وأتمنى تبقى هالفترة بهذا الهدوء.,هادئ,synthetic_calm
بس انتوا بتغلطوا ف المصريين كلهم ودي قله ادب,غاضب,emotional_tone
و افتكرت لما جت عيني في عينه سنينه معاه ❤,سعيد,emotional_tone
:   ان انتشار ( الكفر )في العالم يحمل نصف اوزاره ( متدينون ) بغضوا الله الي خلقه بسوء صنيعهم وسوء كلامهم  (الغزالي),حزين,emotional_tone
من كثر التفكير مرهق جسديًا ونفسيًا وأفكر آخذ وقت لنفسي.,تعبان,synthetic_tired
جو البيت ما فيه توتر أو قلق وحسّيت أن قلبي مطمّن.,هادئ,synthetic_calm
لازلت ذاك الحزين المبهم الضامي اللي رحل عنْك لكن مارحل منّك  خواطر  شعر,حزين,emotional_tone
من هنا بعلن اعتزالي متابعه الاوليمبياد النحس دا :D,حزين,emotional_tone
هاليومين أقرب للسكينة وكأن كل شيء في مكانه الصحيح.,هادئ,synthetic_calm
فشل مرعب. وده قبل ما يعوموا كمان كان في ادويه مختفيه.,متوتر,emotional_tone
الاوليمبياد فيه 2 اتخطبوا وقدملها الميداليه😍😍,سعيد,emotional_tone
بسبب الضغط طاقتي كانت شبه منتهية ومو قادر أركز على أي شيء.,تعبان,synthetic_tired
بعد يوم طويل أشعر بإجهاد من كل شيء وأحتاج أوقف كل شيء بس عشان أتنفس.,تعبان,synthetic_tired
مزاجي اليوم مرتاح نفسيًا بدون أي دراما أو مشاكل.,هادئ,synthetic_calm
h352 كل سنه وانت طيب طيب نؤجل التهنئه ليوم 23 ابريل يوم مولدي .. ينفع ؟؟,سعيد,emotional_tone
ينتشر نفخ البنقو هذه الايام في السودان   السودان جميل لا اقامه لا كفيل,غاضب,emotional_tone
حاليًا مليان هدوء وكأن كل شيء في مكانه الصحيح.,هادئ,synthetic_calm
انا عندي اساساً فوبيا من كل اللي انا برتاحله وان يدخل حد حياتي مابقيتش باحب افتحله,متوتر,emotional_tone
asseel: تغطيه اعلامنا العربيه واخص منها القنوات الاخباريه لحدث   اعدام 21 داعيه سنيا في ايران سيء ومخزي .,غاضب,emotional_tone
خلال اليوم مليان تعب داخلي وأتمنى ألقى وقت أريح فيه بالي.,تعبان,synthetic_tired
قطر داخله الاوليمبياد ب 30 لاعب !! فرصه يا جماعه اللي عايز يستولي علي الحكم .. البلد كلها في البرازيل 😂,سعيد,emotional_tone
اليوم كامل مليان تعب داخلي وأفكر آخذ وقت لنفسي.,تعبان,synthetic_tired
:  حنا لها ريناد المطيري يارب شفاءً لمريض بكي من المه واستصعب دوائه ولازال يناديك طالبا الشفاء,حزين,emotional_tone
فيه شخصيات في حياتي موجوده بس عشان تحرقلي دمي.,غاضب,emotional_tone
الاوليمبياد بهجه,سعيد,emotional_tone
مش متخيل انكم مركزين مع كاس مصر وسايبين الاوليمبياد,متفاجئ,emotional_tone
فيه لاعب جودو مصري هيلاعب واحد اسرائيلي في الاوليمبياد ياريت يلعب ومنسمعش حوارات الانسحاب والهطل ده,متوتر,emotional_tone
من ساعه مابدات  الاوليمبياد وانا قاعده بتحسر علي الاداء المصري ..مافرحش قلبي غير  محمد ايهاب و ساره سمير فعلا ابطال..عااشو,متفاجئ,emotional_tone
: خايف اخسرك واخسر هالشعُور احِبك لكن خايف.,متوتر,emotional_tone
اليوم مرهق جسديًا ونفسيًا وأحس أني مستهلك من كثر الإلتزامات.,تعبان,synthetic_tired
مزاجي اليوم كان هادئ ومرتاح بدون أي دراما أو مشاكل.,هادئ,synthetic_calm
: نجوع نجوع المهم نكون????  السيسي جابها الارض,غاضب,emotional_tone
من بدري ما عندي طاقة حتى للأشياء البسيطة وحاس أن النوم هو الحل الآن.,تعبان,synthetic_tired
والله ماما زوبا دي عسسل عددديل كدا ????❤️,سعيد,emotional_tone
هاليومين فيه سلام داخلي وكأن كل شيء في مكانه الصحيح.,هادئ,synthetic_calm
انا بلعب كوره وبتابعها من وانت لسه ف اللفه ياحيلتها وكنت تكه وهكون فالفريق الاول اسوان وانشغلت بعدها .. انت تجهل الحجات دي ????????,غاضب,emotional_tone
احنا غلابه اوووي لدرجه اننا فرحانين بمداليتين برونزيتين ف الاوليمبياد 😂,حزين,emotional_tone
من كثر التفكير مرهق جسديًا ونفسيًا وأحس أني مستهلك من كثر الإلتزامات.,تعبان,synthetic_tired
بس في ناس باعتها لي قطر وتركيا وحماس وامريكا????????????????????المفروض يسقطو عنهم الجنسيه الي يخون يتنفخ  الجنسيه المصريه مش للبيع,غاضب,emotional_tone
: رسام فقير نفذت الوانه و بقي الاسود فرسم قبرا ثم ترك لوحته و ورحل !!,حزين,emotional_tone
خايف منه,متوتر,emotional_tone
مسائي مرتاح نفسيًا وكأن كل شيء في مكانه الصحيح.,هادئ,synthetic_calm
جمباز الترمبولين ده من احلي الحاجات ف الاوليمبياد والله .. اني احسدكم 😍❤️,سعيد,emotional_tone
هاليومين ما فيه توتر أو قلق والحمدلله على هالنعمة.,هادئ,synthetic_calm
من بدري أحس أني مستنزف بالكامل وأتمنى ألقى وقت أريح فيه بالي.,تعبان,synthetic_tired
: وعاده ابين محرره مطهره من عناصر الاصلاح المسمي قاعده وميليشيات الحوثي صالح المسمي داعش. عاشت ابين وعاش الجنوب العربي,سعيد,emotional_tone
دا تنبا بمجتمعنا !!,متفاجئ,emotional_tone
صباحي كان بسيط وبدون ضغوط وما كان في شيء يضايقني.,هادئ,synthetic_calm
مششششش معقول,متفاجئ,emotional_tone
:D هوجه في الاوليمبياد بعد الواد والبت الصينيين,سعيد,emotional_tone
جو البيت كان رايق بدون إزعاج والحمدلله على هالنعمة.,هادئ,synthetic_calm
من فين جبتو السيدات هذول!!معقول هذه اقصي اهتماماتهم بيتي وزوجي وطبيخي!!!انا اقدر اكون ام وزوجه وكل شيء تاني فنفس ال…,متفاجئ,emotional_tone
بعيدا عن الطقطقه غريب ان نادي بحجم الريال عنده طاقم طبي بهالسوء 5 لاعبين مصابين بوقت واحد؟؟,متفاجئ,emotional_tone
مستحيل تحب شخص من دون مايراودك شعور خوف ، انك تخسره او يصير انسان ثاني .,متوتر,emotional_tone
وقتي الحالي مليان هدوء وما كان في شيء يضايقني.,هادئ,synthetic_calm
جو البيت كان رايق بدون إزعاج وحسّيت أني أتنفس براحة.,هادئ,synthetic_calm
بحبك عشان خايف يجيي اليوم اللي اموت فيه واندم اني محبتكيش..,متوتر,emotional_tone
انا مش مهمه عند حد فا ليه اخلي حد مهم عندي مهما كنت بحبو ؟,متفاجئ,emotional_tone
: طارق الملاح، حبيبي اذا ولالبد حزب الله بدو يداهملك منزلك، بيبعتولك الاخوات بكشاف الامام المهدي. حبيبي طروقه,سعيد,emotional_tone
وناس مكنتش تتوقع انهم ممكن يقفوا جنبك ..مكنتش تتوقع انهم ممكن يكونوا قريبين منك ..مكنتش تتوقع انهم ممكن يدخلوا حياتك في الاساس.,متفاجئ,emotional_tone
نسال الله ان ينتقم من اذناب ايران علي يد جنودنا المجاهدين في سبيله وينصر ابطالنا نصرا عزيزا مؤزرا   كلمه للمرابطين بالحد الجنوبي,غاضب,emotional_tone
ولا تزعل 💐,حزين,emotional_tone
وقتي الحالي ما فيه توتر أو قلق وأتمنى تبقى هالفترة بهذا الهدوء.,هادئ,synthetic_calm
اسوء رحيل من يرحل عنك ولا يرحل منك ❤,حزين,emotional_tone
ME  A مرحبا,سعيد,emotional_tone
مسائي كان بسيط وبدون ضغوط وما كان في شيء يضايقني.,هادئ,synthetic_calm
من كثر التفكير حاس إني تعبان جدًا وأتمنى ألقى وقت أريح فيه بالي.,تعبان,synthetic_tired
ربّنا اننا امنا فاغفر لنا ذنوبنا وقنا عذاب النار,متوتر,emotional_tone
عاجبني الساكس فون والبيانو بس !,سعيد,emotional_tone
: الانكشاري اردوغان يعري الجنود الاتراك كما فعلت اسرائيل بالسجناء الفلسطينيين في اريحا وكما فعل النازيون الامريكان في سجن…,غاضب,emotional_tone
هو انا ليه مافرحتش بالميداليات بتاعه الاوليمبياد اللي جابوها المصريين، العيب فيا ولا فيكي يا بلد؟ 😢,متفاجئ,emotional_tone
ايه دا دا انتم مصممين تولعوها بجد,متفاجئ,emotional_tone
: تخافين من فرقاي واخاف من فرقاك وانا خايف ان الخـــوف هــذا يفرقنا,متوتر,emotional_tone
اسئله توضح معاناتي.,حزين,emotional_tone
الابواق التي تبكي ال سعود وتضع قناعا بريئا. والصاق الارهاب بدول اخري سيزول  عند تطهير الموصل قريباً جدا بسواعدكم الجيش والحشد المقدس ننتصر,غاضب,emotional_tone
اليوم كامل مرهق جسديًا ونفسيًا وأتمنى ألقى وقت أريح فيه بالي.,تعبان,synthetic_tired
خصوصا انك من مكه راح تنتهي منها وانتي مرعوبه,متوتر,emotional_tone
اليوم مرتاح نفسيًا وحسّيت أن قلبي مطمّن.,هادئ,synthetic_calm
هي حاجه محزنه نوعاً ما فعلاً,حزين,emotional_tone
بسبب الضغط أحس أن جسمي ثقيل وأتمنى ألقى وقت أريح فيه بالي.,تعبان,synthetic_tired
ومين في مصر مابيحبش يرجع البيت يلاقي الغدا مكرونه وفراخ بانيه ؟؟,متفاجئ,emotional_tone
ايه اللي دخل النواب ولاد المتناكه في الاوليمبياد. ياولاد الوسخه,غاضب,emotional_tone
وقتي الحالي أقرب للسكينة بدون أي دراما أو مشاكل.,هادئ,synthetic_calm
Omar انام و اصحي الاقي قله الادب دي ...,غاضب,emotional_tone
كفايا خروج من الاوليمبياد يا جدعان .. جسمنا باظ,حزين,emotional_tone
تقريبا في خطا في الكتابه يعني ايه دوله اسرائيل!!! دا دوره الاوليمبياد اقدم من دوله الاحتلال المزعومه,متفاجئ,emotional_tone
المعلق دا هيوحشنا بعد الاوليمبياد والله :D,حزين,emotional_tone
هاليومين فيه سلام داخلي وحسّيت أني أتنفس براحة.,هادئ,synthetic_calm
خلال اليوم ما عندي طاقة حتى للأشياء البسيطة ومو قادر أركز على أي شيء.,تعبان,synthetic_tired
من الصباح أحس أني مستنزف بالكامل وأحس أني مستهلك من كثر الإلتزامات.,تعبان,synthetic_tired
حاليًا كان هادئ ومرتاح وأتمنى تبقى هالفترة بهذا الهدوء.,هادئ,synthetic_calm
يَا مرايَتٌيَ .. قلُبْيَ تٌعبْ عنْجٍدِ منْ گلُ الُقصٍصٍ,حزين,emotional_tone
خايفه عليكم😔,متوتر,emotional_tone
Cha 222222222222222222222222222222222222 اللقب لا يليق الا بك يا شاهينووووووووو,سعيد,emotional_tone
: مع ان ليس لها ثقل ولكن ان سقطت تزيل شيئا بالقلب كان ثقيلا !,حزين,emotional_tone
هل تتوقعون ان ننجح في الاوليمبياد وهيئه الرياضه تحارب بعض الالعاب الفرديه؟  عوده اتحاد بناء الاجسام مطلب رئيسي,متفاجئ,emotional_tone
هاليومين كان هادئ ومرتاح وحسّيت أني أتنفس براحة.,هادئ,synthetic_calm
اتضايق كل ماشفت الردي واشكاله ودي انه ياخذ اشكاله ويذلف عني الله يخليه لـ عياله ولــ ام عياله المهم انه يفارقني وينسي مني  سعد بن شفلوت,غاضب,emotional_tone
صباحي مرتاح نفسيًا وهذا النوع من الأيام يعجبني.,هادئ,synthetic_calm
7    يا ديني ع الضييييييييييحك  هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه,سعيد,emotional_tone
ReKo  مشكله لاعبينا ثقافه محدوده وطموح معدوم وعدم وجود موجه ناصح مخلص لهم,حزين,emotional_tone
j94: اركض اليك مفزوعه خائفه التجئ لقلبك من صخب هذه الحياه، فيتحول كل ضجيج العالم الي هدوء واستقرار وامان ،وحده قلبك يمتلك كل تلك الر…,متوتر,emotional_tone
:  بوتين ينتقم من اطفال حلب   путин мстит от детей из алеппо  الاب حاملاً جثّه ابنته  والامٌّ تنتظرها  ???? ..,حزين,emotional_tone
صباحي مرتاح نفسيًا وحسّيت أني أتنفس براحة.,هادئ,synthetic_calm
شيء لا يتصوره عقل، والاستيعاب لهل الحقيقه بيسرقك لطريق جنونك,متفاجئ,emotional_tone
رغم ان الكابتن نايف الجدعي لاعب تنس ولكن خبر الاستغناء عنه صدمه للجماهير الاتحاديه اتمني من الرئيس الذهبي التفاهم مع اللاعب وارجاعه للنادي,متفاجئ,emotional_tone
:   Alhashem العوده بعد فتواه بالجهاد في العراق هرب ابنه معاذ فاستنجد بالداخليه وتم ارجاعه من الحدود السعوديه العراقيه ال…,غاضب,emotional_tone
لهذا استرجع الشريط حتي تكون منصفا وقد وثقت قناه المنار ذلك بالتواريخ وشعارات المظاهرات التي تتهدد العلوين بالذبح ونصر الله بالقتل,غاضب,emotional_tone
وقتي الحالي مليان هدوء وأتمنى تبقى هالفترة بهذا الهدوء.,هادئ,synthetic_calm
: الملك المغربي يتهجم مره اخري علي  الجزائر  و يصفها بالخصم,غاضب,emotional_tone
معاكي بس انا سؤالي من البدايه هو رايح الاوليمبياد ليه ؟؟ يجيب ميداليه واللا ياخد موقف سياسي ؟,متفاجئ,emotional_tone
حاليًا كان هادئ ومرتاح وكأن كل شيء في مكانه الصحيح.,هادئ,synthetic_calm
وانا خايفه يطول المرض لان حالتنا معها مرا صعبه وصارت اعصابي م تمسك بعضها,متوتر,emotional_tone
مواعيد منافسات الاوليمبياد السنه دي رخمه اوي 😣,حزين,emotional_tone
1995 انتي ماتابعتي يعقوب ؟  كل شوي يشغل الاغنيه الي تحبها فوز  وخويه يقول خويكم تعبان تعبان ???? واضضضضضضضضحه.,سعيد,emotional_tone
خايفه امسِك ف ايدك، ترجَعني تاني للوجّع ..,متوتر,emotional_tone
جو البيت كان بسيط وبدون ضغوط وهذا النوع من الأيام يعجبني.,هادئ,synthetic_calm
كلمه حق تغطيه بي ان سبورت لمنافسات الاوليمبياد اكثر من ممتازه قمه في الاحترافيه لهم الف شكر,سعيد,emotional_tone
2: كل شخص مُفرط بالمحبه : انصحه الا الهلالي ... خلّه يحب الهلال ????,سعيد,emotional_tone
انا اخش اتفرج ع الاوليمبياد احسن والله .. 😂😏,سعيد,emotional_tone
ياليت لو انها تصحي ياليت لو تصير معي لان خايفه وقلبي يعورني,متوتر,emotional_tone
اسرائيل فيها جامعات متطوره وفيها نصف العلماء اللي عندهم نوبل ، مش عيب انه يروح ، اليهود ما يخوفوا والدليل اردوغان هرول عندهم,غاضب,emotional_tone
بسبب الضغط ما عندي طاقة حتى للأشياء البسيطة وأتمنى ألقى وقت أريح فيه بالي.,تعبان,synthetic_tired
الحال المُزري اللي انا فيه !.,متفاجئ,emotional_tone
صباح العسل والقشطه ازاي بس .... وانت مصحيني من احلي نومه 😒👊,متفاجئ,emotional_tone
هو احنا داخلين الاوليمبياد يضحك علينا بس لا اي 😂  مصر حلوه من غير,متفاجئ,emotional_tone
loaloa: السيسي بيزلنا كل ما يلم قرشين من قرض او تبرعات لازم الاسعار تغلي,غاضب,emotional_tone
مات من لا يستحق لاجل ان يعيش من لا يستحق  الحياه الله يرحم  الشهداء,حزين,emotional_tone
من بدري أشعر بإجهاد من كل شيء وودي أختفي عن كل شيء اليوم.,تعبان,synthetic_tired
تصدقوا بالله خايفه انزل الشغل بكره من صدمه اسعار المواصلات : (,متوتر,emotional_tone
: 3 اغسطس ???????? لا لاباده الشعب الايزدي مازال الاف النساء والاطفال عند داعش لابشع استغلال,غاضب,emotional_tone
من كثر التفكير أحس أن جسمي ثقيل وأحتاج أرتاح شوي.,تعبان,synthetic_tired
الله يخربيت ابوكم علي بيت الاوليمبياد اللي قرفتونا بيه علي بيت ابو بنات مصر عموما,غاضب,emotional_tone
مزاجي اليوم كان رايق بدون إزعاج والحمدلله على هالنعمة.,هادئ,synthetic_calm
هاليومين أقرب للسكينة والحمدلله على هالنعمة.,هادئ,synthetic_calm
بعد يوم طويل مرهق جسديًا ونفسيًا ومو قادر أركز على أي شيء.,تعبان,synthetic_tired
اليوم ما عندي طاقة حتى للأشياء البسيطة وحاس أن النوم هو الحل الآن.,تعبان,synthetic_tired
MhMd : خايفه من كل الناس ومش عارفه اتعامل مع حد ولا عاوزه حتي اجرب اتعامل مع ناس تاني ،،،، انا مش كويسه ومش هبقي ....,متوتر,emotional_tone
هاذا الي كنت خايف منه,متوتر,emotional_tone
اليوم أحس أني مستنزف بالكامل وأحتاج أرتاح شوي.,تعبان,synthetic_tired
mhnm: لماذا الانظمه العربيه الداعمه لمجرمي واذناب ايران.تصمت علي التدخل السافر لسليماني...خذلان  نرفض دخول الحشد للموصل,غاضب,emotional_tone
خلال اليوم أشعر بإجهاد من كل شيء وأفكر آخذ وقت لنفسي.,تعبان,synthetic_tired
خلال اليوم مليان تعب داخلي وودي أختفي عن كل شيء اليوم.,تعبان,synthetic_tired
sayed   SaharMR   محمد حسان ده عرص ربنا يولع فيه شخصيه قذره كم ابغضه في الله,غاضب,emotional_tone
حصل اللي خايفه منه,متوتر,emotional_tone
ايه الكلام دا !,متفاجئ,emotional_tone
: شيئ من الخذلان يلامس قلبي.....  خيبه,حزين,emotional_tone
الله يخرب بيتك يامرسي,غاضب,emotional_tone
مسائي أقرب للسكينة وحسّيت أني أتنفس براحة.,هادئ,synthetic_calm
: انتصارات حلب تصيب زعيم الميليشيا والعصابه المجرمه حين نصرالله بانهيار عصبي واخبار عن اصابته بجلطه ،،نرجو تاكيد  الخبر  ل…,متوتر,emotional_tone
حتي الشباب يسرقوا في صور بعضهم,حزين,emotional_tone
يعني الهو مش فاهمين هو كده!,متفاجئ,emotional_tone
من الصباح مليان تعب داخلي وأحس أني مستهلك من كثر الإلتزامات.,تعبان,synthetic_tired
حماده طلعت العرص المصري اللي رفع علم السعوديه في الاوليمبياد,غاضب,emotional_tone
والله الاوليمبياد دي من الحاجات العظيمه جداً اللي في الدنيا,سعيد,emotional_tone
سنني سنجار كما نسينا مجازر اخري وربما سنصفق للقاتل يوما ما ونصفه بالوطني لانه قال كلمه او فضح مفسد كان معه يتقاسم الفساد نحن شعب يصفق للجلاد,غاضب,emotional_tone
ربنا ينتقم من كل ظالم  معتقلي الاتحاديه,غاضب,emotional_tone
سبحان الله بيجو ف الايام اللي مدايقه فيها جدا و ع اخري و يبوظ و يرخمو اكتر !!!!,متفاجئ,emotional_tone
كل يوم  صباح جديد وقصه جديده عن  اعتقال او  اختفاء قسري. بلاد العرب اوطاني!!!!  مواطن مستباح  تغول السلطات  عسف  اعداء الداخل,حزين,emotional_tone
ان شكينا بكينا وان سكتنا قهر,حزين,emotional_tone
ili اهلاً ناديه شخبارك؟,سعيد,emotional_tone
انا مش عارف اقول ايه ولا جات ازاي انا في اسكندريه دلوقتي وقاعد علي البحر,متفاجئ,emotional_tone
خايفه نبدا مذاكره ونعمل حاجات مفيده ونسيب الحاجات التافهه تتراكم علينا والله XD,متوتر,emotional_tone
هاليومين أقرب للسكينة وهذا النوع من الأيام يعجبني.,هادئ,synthetic_calm
مزاجي اليوم كان هادئ ومرتاح وكأن كل شيء في مكانه الصحيح.,هادئ,synthetic_calm
لكَ ان تَعِي بانَّ هَذا  الحُزن سَيَمضي.. وَسيُشفي صَدرك.  🌼,حزين,emotional_tone
